"biz_dat.business_id" "biz_dat.stars" "biz_dat.date" "Year" "Month" "Day"
"62" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2016-05-31" 2016 5 31
"63" "jQsNFOzDpxPmOurSWCg1vQ" 2 "2015-01-21" 2015 1 21
"64" "jQsNFOzDpxPmOurSWCg1vQ" 3 "2009-10-06" 2009 10 6
"65" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2010-10-04" 2010 10 4
"66" "jQsNFOzDpxPmOurSWCg1vQ" 4 "2008-12-02" 2008 12 2
"67" "jQsNFOzDpxPmOurSWCg1vQ" 4 "2016-02-13" 2016 2 13
"68" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2012-07-08" 2012 7 8
"69" "jQsNFOzDpxPmOurSWCg1vQ" 2 "2013-05-23" 2013 5 23
"70" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2017-04-07" 2017 4 7
"71" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2016-03-17" 2016 3 17
"72" "jQsNFOzDpxPmOurSWCg1vQ" 4 "2015-08-08" 2015 8 8
"73" "jQsNFOzDpxPmOurSWCg1vQ" 2 "2008-11-27" 2008 11 27
"74" "jQsNFOzDpxPmOurSWCg1vQ" 3 "2017-06-10" 2017 6 10
"75" "jQsNFOzDpxPmOurSWCg1vQ" 4 "2013-04-26" 2013 4 26
"76" "jQsNFOzDpxPmOurSWCg1vQ" 2 "2014-12-27" 2014 12 27
"77" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2017-04-23" 2017 4 23
"78" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2016-03-02" 2016 3 2
"79" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2017-06-12" 2017 6 12
"80" "jQsNFOzDpxPmOurSWCg1vQ" 4 "2009-01-19" 2009 1 19
"81" "jQsNFOzDpxPmOurSWCg1vQ" 1 "2010-12-29" 2010 12 29
"82" "jQsNFOzDpxPmOurSWCg1vQ" 1 "2016-08-28" 2016 8 28
"83" "jQsNFOzDpxPmOurSWCg1vQ" 2 "2015-11-07" 2015 11 7
"84" "jQsNFOzDpxPmOurSWCg1vQ" 4 "2010-11-19" 2010 11 19
"85" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2015-03-15" 2015 3 15
"86" "jQsNFOzDpxPmOurSWCg1vQ" 4 "2011-09-15" 2011 9 15
"87" "jQsNFOzDpxPmOurSWCg1vQ" 1 "2014-10-27" 2014 10 27
"88" "jQsNFOzDpxPmOurSWCg1vQ" 5 "2017-03-06" 2017 3 6
"89" "jQsNFOzDpxPmOurSWCg1vQ" 1 "2017-01-24" 2017 1 24
"90" "dwQEZBFen2GdihLLfWeexA" 4 "2011-08-21" 2011 8 21
"91" "dwQEZBFen2GdihLLfWeexA" 4 "2013-06-03" 2013 6 3
"92" "dwQEZBFen2GdihLLfWeexA" 5 "2014-03-15" 2014 3 15
"93" "dwQEZBFen2GdihLLfWeexA" 4 "2014-06-09" 2014 6 9
"94" "dwQEZBFen2GdihLLfWeexA" 5 "2012-02-25" 2012 2 25
"95" "dwQEZBFen2GdihLLfWeexA" 5 "2014-03-15" 2014 3 15
"96" "dwQEZBFen2GdihLLfWeexA" 3 "2011-06-14" 2011 6 14
"97" "dwQEZBFen2GdihLLfWeexA" 5 "2013-04-24" 2013 4 24
"98" "dwQEZBFen2GdihLLfWeexA" 3 "2017-07-01" 2017 7 1
"99" "dwQEZBFen2GdihLLfWeexA" 1 "2012-12-10" 2012 12 10
"100" "dwQEZBFen2GdihLLfWeexA" 4 "2015-09-07" 2015 9 7
"101" "dwQEZBFen2GdihLLfWeexA" 5 "2013-11-23" 2013 11 23
"102" "dwQEZBFen2GdihLLfWeexA" 2 "2016-12-16" 2016 12 16
"103" "dwQEZBFen2GdihLLfWeexA" 3 "2017-06-04" 2017 6 4
"104" "dwQEZBFen2GdihLLfWeexA" 5 "2014-03-21" 2014 3 21
"105" "dwQEZBFen2GdihLLfWeexA" 5 "2013-03-20" 2013 3 20
"106" "dwQEZBFen2GdihLLfWeexA" 5 "2017-03-13" 2017 3 13
"107" "dwQEZBFen2GdihLLfWeexA" 3 "2015-09-13" 2015 9 13
"108" "dwQEZBFen2GdihLLfWeexA" 3 "2015-01-14" 2015 1 14
"109" "dwQEZBFen2GdihLLfWeexA" 1 "2014-11-21" 2014 11 21
"110" "dwQEZBFen2GdihLLfWeexA" 3 "2010-03-29" 2010 3 29
"111" "dwQEZBFen2GdihLLfWeexA" 5 "2016-07-14" 2016 7 14
"112" "dwQEZBFen2GdihLLfWeexA" 4 "2012-07-26" 2012 7 26
"113" "dwQEZBFen2GdihLLfWeexA" 3 "2010-05-18" 2010 5 18
"114" "dwQEZBFen2GdihLLfWeexA" 4 "2010-03-20" 2010 3 20
"115" "dwQEZBFen2GdihLLfWeexA" 2 "2013-09-11" 2013 9 11
"116" "dwQEZBFen2GdihLLfWeexA" 4 "2010-08-22" 2010 8 22
"117" "dwQEZBFen2GdihLLfWeexA" 5 "2011-07-26" 2011 7 26
"118" "dwQEZBFen2GdihLLfWeexA" 5 "2014-08-14" 2014 8 14
"119" "dwQEZBFen2GdihLLfWeexA" 1 "2015-06-05" 2015 6 5
"120" "dwQEZBFen2GdihLLfWeexA" 3 "2014-04-04" 2014 4 4
"121" "dwQEZBFen2GdihLLfWeexA" 4 "2012-11-26" 2012 11 26
"122" "dwQEZBFen2GdihLLfWeexA" 5 "2016-01-01" 2016 1 1
"123" "dwQEZBFen2GdihLLfWeexA" 4 "2010-08-18" 2010 8 18
"124" "dwQEZBFen2GdihLLfWeexA" 1 "2011-10-28" 2011 10 28
"125" "dwQEZBFen2GdihLLfWeexA" 5 "2016-04-02" 2016 4 2
"126" "dwQEZBFen2GdihLLfWeexA" 4 "2012-09-12" 2012 9 12
"127" "dwQEZBFen2GdihLLfWeexA" 4 "2017-06-02" 2017 6 2
"128" "dwQEZBFen2GdihLLfWeexA" 5 "2016-09-17" 2016 9 17
"129" "dwQEZBFen2GdihLLfWeexA" 4 "2014-06-25" 2014 6 25
"130" "dwQEZBFen2GdihLLfWeexA" 3 "2016-09-09" 2016 9 9
"131" "dwQEZBFen2GdihLLfWeexA" 1 "2017-01-14" 2017 1 14
"132" "dwQEZBFen2GdihLLfWeexA" 5 "2015-01-28" 2015 1 28
"133" "dwQEZBFen2GdihLLfWeexA" 5 "2016-06-04" 2016 6 4
"134" "dwQEZBFen2GdihLLfWeexA" 3 "2017-07-04" 2017 7 4
"135" "dwQEZBFen2GdihLLfWeexA" 5 "2012-12-02" 2012 12 2
"136" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2009-07-21" 2009 7 21
"137" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2008-12-13" 2008 12 13
"138" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2013-10-12" 2013 10 12
"139" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2013-02-17" 2013 2 17
"140" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2011-08-14" 2011 8 14
"141" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2014-11-12" 2014 11 12
"142" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2015-03-09" 2015 3 9
"143" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2014-10-29" 2014 10 29
"144" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-06-08" 2013 6 8
"145" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2015-03-29" 2015 3 29
"146" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2014-07-29" 2014 7 29
"147" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2010-06-07" 2010 6 7
"148" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-07-05" 2013 7 5
"149" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2015-06-14" 2015 6 14
"150" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-11-07" 2012 11 7
"151" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2009-03-01" 2009 3 1
"152" "mr4FiPaXTWlJ3qGzp4-7Yg" 2 "2013-09-26" 2013 9 26
"153" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2011-03-04" 2011 3 4
"154" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2014-12-31" 2014 12 31
"155" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-06-05" 2012 6 5
"156" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2010-12-14" 2010 12 14
"157" "mr4FiPaXTWlJ3qGzp4-7Yg" 2 "2013-10-07" 2013 10 7
"158" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-01-09" 2012 1 9
"159" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2011-10-16" 2011 10 16
"160" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2014-09-28" 2014 9 28
"161" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-08-21" 2012 8 21
"162" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2011-02-27" 2011 2 27
"163" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2013-09-30" 2013 9 30
"164" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-10-16" 2012 10 16
"165" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2011-06-15" 2011 6 15
"166" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-11-15" 2013 11 15
"167" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2009-08-10" 2009 8 10
"168" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2015-04-15" 2015 4 15
"169" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2015-01-27" 2015 1 27
"170" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2015-06-17" 2015 6 17
"171" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-07-08" 2012 7 8
"172" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2014-05-21" 2014 5 21
"173" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2014-06-01" 2014 6 1
"174" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2014-01-15" 2014 1 15
"175" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2014-12-28" 2014 12 28
"176" "mr4FiPaXTWlJ3qGzp4-7Yg" 2 "2011-02-04" 2011 2 4
"177" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-08-03" 2012 8 3
"178" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-08-26" 2013 8 26
"179" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2014-06-01" 2014 6 1
"180" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-04-10" 2013 4 10
"181" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2009-06-06" 2009 6 6
"182" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-06-07" 2012 6 7
"183" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-01-16" 2012 1 16
"184" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-02-03" 2012 2 3
"185" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2013-02-23" 2013 2 23
"186" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2008-09-29" 2008 9 29
"187" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2009-07-07" 2009 7 7
"188" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2014-09-10" 2014 9 10
"189" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2015-06-29" 2015 6 29
"190" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2009-08-09" 2009 8 9
"191" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2014-07-18" 2014 7 18
"192" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-02-28" 2013 2 28
"193" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2014-06-14" 2014 6 14
"194" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-05-06" 2013 5 6
"195" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-02-04" 2012 2 4
"196" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2014-08-24" 2014 8 24
"197" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2011-05-25" 2011 5 25
"198" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-03-19" 2012 3 19
"199" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2013-02-12" 2013 2 12
"200" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2010-02-12" 2010 2 12
"201" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2014-03-28" 2014 3 28
"202" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2010-01-05" 2010 1 5
"203" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2010-07-16" 2010 7 16
"204" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2009-08-07" 2009 8 7
"205" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-07-15" 2013 7 15
"206" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2012-05-26" 2012 5 26
"207" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2010-09-08" 2010 9 8
"208" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-02-06" 2012 2 6
"209" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-03-23" 2012 3 23
"210" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2013-06-24" 2013 6 24
"211" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2014-07-07" 2014 7 7
"212" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2016-07-22" 2016 7 22
"213" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2015-01-22" 2015 1 22
"214" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2010-10-25" 2010 10 25
"215" "mr4FiPaXTWlJ3qGzp4-7Yg" 2 "2014-02-16" 2014 2 16
"216" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2012-08-05" 2012 8 5
"217" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2011-06-23" 2011 6 23
"218" "mr4FiPaXTWlJ3qGzp4-7Yg" 2 "2013-10-05" 2013 10 5
"219" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2013-03-23" 2013 3 23
"220" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2014-01-04" 2014 1 4
"221" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2014-08-23" 2014 8 23
"222" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2014-03-22" 2014 3 22
"223" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-04-10" 2012 4 10
"224" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2010-10-25" 2010 10 25
"225" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2014-07-27" 2014 7 27
"226" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2010-11-24" 2010 11 24
"227" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2015-06-14" 2015 6 14
"228" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-04-28" 2013 4 28
"229" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2011-08-04" 2011 8 4
"230" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2012-10-16" 2012 10 16
"231" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2011-11-14" 2011 11 14
"232" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2010-01-17" 2010 1 17
"233" "mr4FiPaXTWlJ3qGzp4-7Yg" 3 "2011-10-24" 2011 10 24
"234" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2014-08-23" 2014 8 23
"235" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2011-05-07" 2011 5 7
"236" "mr4FiPaXTWlJ3qGzp4-7Yg" 2 "2013-10-06" 2013 10 6
"237" "mr4FiPaXTWlJ3qGzp4-7Yg" 4 "2013-11-14" 2013 11 14
"238" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2011-05-04" 2011 5 4
"239" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2011-06-09" 2011 6 9
"240" "mr4FiPaXTWlJ3qGzp4-7Yg" 5 "2013-01-08" 2013 1 8
"241" "wjRFf_lTn5WyP-s6Ce2amg" 4 "2008-10-11" 2008 10 11
"242" "wjRFf_lTn5WyP-s6Ce2amg" 1 "2013-10-31" 2013 10 31
"243" "wjRFf_lTn5WyP-s6Ce2amg" 1 "2012-05-05" 2012 5 5
"244" "wjRFf_lTn5WyP-s6Ce2amg" 5 "2011-05-28" 2011 5 28
"245" "RLFIsHWmOFm-WsGfOTmH5Q" 3 "2011-03-24" 2011 3 24
"246" "RLFIsHWmOFm-WsGfOTmH5Q" 5 "2015-12-04" 2015 12 4
"247" "RLFIsHWmOFm-WsGfOTmH5Q" 4 "2014-04-30" 2014 4 30
"248" "RLFIsHWmOFm-WsGfOTmH5Q" 5 "2014-07-25" 2014 7 25
"249" "RLFIsHWmOFm-WsGfOTmH5Q" 3 "2008-09-14" 2008 9 14
"250" "RLFIsHWmOFm-WsGfOTmH5Q" 4 "2011-10-02" 2011 10 2
"251" "RLFIsHWmOFm-WsGfOTmH5Q" 3 "2016-06-26" 2016 6 26
"252" "RLFIsHWmOFm-WsGfOTmH5Q" 1 "2008-12-15" 2008 12 15
"253" "RLFIsHWmOFm-WsGfOTmH5Q" 5 "2008-12-21" 2008 12 21
"254" "RLFIsHWmOFm-WsGfOTmH5Q" 4 "2013-06-07" 2013 6 7
"255" "RLFIsHWmOFm-WsGfOTmH5Q" 4 "2010-10-18" 2010 10 18
"256" "RLFIsHWmOFm-WsGfOTmH5Q" 3 "2010-09-04" 2010 9 4
"257" "RLFIsHWmOFm-WsGfOTmH5Q" 4 "2011-11-15" 2011 11 15
"258" "RLFIsHWmOFm-WsGfOTmH5Q" 4 "2012-09-12" 2012 9 12
"259" "RLFIsHWmOFm-WsGfOTmH5Q" 4 "2012-05-04" 2012 5 4
"260" "RLFIsHWmOFm-WsGfOTmH5Q" 3 "2014-02-10" 2014 2 10
"261" "RLFIsHWmOFm-WsGfOTmH5Q" 3 "2017-04-19" 2017 4 19
"262" "RLFIsHWmOFm-WsGfOTmH5Q" 3 "2014-02-15" 2014 2 15
"263" "RLFIsHWmOFm-WsGfOTmH5Q" 3 "2009-01-06" 2009 1 6
"264" "RLFIsHWmOFm-WsGfOTmH5Q" 2 "2013-08-04" 2013 8 4
"265" "RLFIsHWmOFm-WsGfOTmH5Q" 3 "2011-11-09" 2011 11 9
"266" "RLFIsHWmOFm-WsGfOTmH5Q" 5 "2013-01-28" 2013 1 28
"267" "RLFIsHWmOFm-WsGfOTmH5Q" 2 "2008-04-25" 2008 4 25
"268" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-02-25" 2017 2 25
"269" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-06-04" 2017 6 4
"270" "JB8-8TtNYX-vLqN7cz-zHA" 4 "2017-04-08" 2017 4 8
"271" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-06-02" 2017 6 2
"272" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-01-30" 2017 1 30
"273" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2016-11-26" 2016 11 26
"274" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2016-12-27" 2016 12 27
"275" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-04-27" 2017 4 27
"276" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-06-08" 2017 6 8
"277" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-05-23" 2017 5 23
"278" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-06-25" 2017 6 25
"279" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-02-11" 2017 2 11
"280" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-04-08" 2017 4 8
"281" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-04-04" 2017 4 4
"282" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-07-06" 2017 7 6
"283" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2016-12-27" 2016 12 27
"284" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-03-05" 2017 3 5
"285" "JB8-8TtNYX-vLqN7cz-zHA" 4 "2016-11-16" 2016 11 16
"286" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-02-24" 2017 2 24
"287" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-06-17" 2017 6 17
"288" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2016-11-14" 2016 11 14
"289" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2016-10-29" 2016 10 29
"290" "JB8-8TtNYX-vLqN7cz-zHA" 4 "2016-12-23" 2016 12 23
"291" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-05-26" 2017 5 26
"292" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2016-12-23" 2016 12 23
"293" "JB8-8TtNYX-vLqN7cz-zHA" 5 "2017-04-15" 2017 4 15
"294" "MKd_EUD0PG__cOfIbeqYAg" 5 "2011-12-20" 2011 12 20
"295" "MKd_EUD0PG__cOfIbeqYAg" 4 "2012-11-01" 2012 11 1
"296" "MKd_EUD0PG__cOfIbeqYAg" 4 "2008-01-17" 2008 1 17
"297" "MKd_EUD0PG__cOfIbeqYAg" 4 "2015-02-10" 2015 2 10
"298" "MKd_EUD0PG__cOfIbeqYAg" 4 "2017-05-01" 2017 5 1
"299" "MKd_EUD0PG__cOfIbeqYAg" 5 "2017-06-22" 2017 6 22
"300" "MKd_EUD0PG__cOfIbeqYAg" 5 "2011-07-11" 2011 7 11
